,number,value,datetime_start,datetime_complete,duration,params_image_size,params_lr,state
0,0,0.6626666666666666,2020-11-06 21:46:17.516209,2020-11-06 21:52:38.467595,0 days 00:06:20.951386,"(180, 180)",1.105061090074874e-05,COMPLETE
1,1,0.708,2020-11-06 21:52:38.467595,2020-11-06 22:05:41.890142,0 days 00:13:03.422547,"(300, 300)",2.5512416368170762e-05,COMPLETE
